State,County,2024R,2024D,2024O,2024TOT,2024RPCT,2024DPCT,2024OPCT,2020R,2020D,2020O,2020TOT,2020RPCT,2020DPCT,2020OPCT,2020POP,2010POP,Urban20,Rural20,White20,Hispanic20,Black20,Asian20,Native20,Pacific20
South Dakota,Jones,477,60,13,550,86.73%,10.91%,2.36%,498,90,11,599,83.14%,15.03%,1.83%,917,1006,0.00%,100.00%,773,11,13,3,109,12
South Dakota,Kingsbury,1989,760,52,2801,71.01%,27.13%,1.86%,1904,819,56,2779,68.51%,29.47%,2.02%,5187,5148,0.00%,100.00%,4926,119,30,35,60,17
South Dakota,Lake,3819,1978,109,5906,64.66%,33.49%,1.85%,3681,2068,124,5873,62.68%,35.21%,2.11%,11059,11200,55.78%,44.22%,9849,606,191,124,257,18
South Dakota,Lawrence,9904,5074,431,15409,64.27%,32.93%,2.80%,8753,4537,538,13828,63.30%,32.81%,3.89%,25768,24097,67.25%,32.75%,22935,922,273,314,1179,32
South Dakota,Lincoln,22621,12981,791,36393,62.16%,35.67%,2.17%,19617,11981,798,32396,60.55%,36.98%,2.47%,65161,44828,74.52%,25.48%,58509,1679,1766,1505,1373,65
South Dakota,Lyman,993,422,32,1447,68.62%,29.16%,2.21%,1042,525,30,1597,65.25%,32.87%,1.88%,3718,3755,0.00%,100.00%,1915,45,41,21,1744,8
South Dakota,McCook,2227,733,71,3031,73.47%,24.18%,2.34%,2068,769,63,2900,71.31%,26.52%,2.17%,5682,5618,0.00%,100.00%,5277,175,34,23,157,7
South Dakota,McPherson,1087,188,24,1299,83.68%,14.47%,1.85%,1075,222,27,1324,81.19%,16.77%,2.04%,2411,2459,0.00%,100.00%,2265,53,29,10,61,13
South Dakota,Marshall,1288,782,39,2109,61.07%,37.08%,1.85%,1287,858,33,2178,59.09%,39.39%,1.52%,4306,4656,0.00%,100.00%,3599,255,35,31,417,6
South Dakota,Meade,10887,3421,364,14672,74.20%,23.32%,2.48%,9875,3285,510,13670,72.24%,24.03%,3.73%,29852,25434,66.75%,33.25%,25294,1301,756,574,1851,124
South Dakota,Mellette,434,285,21,740,58.65%,38.51%,2.84%,449,298,22,769,58.39%,38.75%,2.86%,1918,2048,0.00%,100.00%,651,39,21,7,1227,1
South Dakota,Miner,841,293,33,1167,72.07%,25.11%,2.83%,787,320,31,1138,69.16%,28.12%,2.72%,2298,2389,0.00%,100.00%,2183,42,33,12,39,5
South Dakota,Minnehaha,51842,39923,2221,93986,55.16%,42.48%,2.36%,49249,40482,2595,92326,53.34%,43.85%,2.81%,197214,169468,85.66%,14.34%,155740,12034,14469,5973,9212,292
South Dakota,Moody,2068,1052,69,3189,64.85%,32.99%,2.16%,1951,1179,76,3206,60.85%,36.77%,2.38%,6336,6486,0.00%,100.00%,4828,314,56,114,1020,13
South Dakota,Oglala Lakota,406,2567,89,3062,13.26%,83.83%,2.91%,297,2829,74,3200,9.28%,88.41%,2.31%,13672,13586,0.00%,100.00%,438,402,79,63,13072,12
South Dakota,Pennington,35009,20051,1520,56580,61.88%,35.44%,2.69%,35063,20606,1849,57518,60.96%,35.83%,3.21%,109222,100948,81.98%,18.02%,82743,5575,2808,2487,16402,322
South Dakota,Perkins,1342,228,21,1591,84.35%,14.33%,1.32%,1401,239,29,1669,83.94%,14.32%,1.74%,2835,2982,0.00%,100.00%,2651,38,18,10,114,10
South Dakota,Potter,1059,214,25,1298,81.59%,16.49%,1.93%,1139,227,14,1380,82.54%,16.45%,1.01%,2472,2329,0.00%,100.00%,2314,39,16,18,89,3
South Dakota,Roberts,2514,1560,75,4149,60.59%,37.60%,1.81%,2404,1828,75,4307,55.82%,42.44%,1.74%,10280,10149,0.00%,100.00%,5577,215,120,53,4454,5
South Dakota,Sanborn,929,259,24,1212,76.65%,21.37%,1.98%,905,257,23,1185,76.37%,21.69%,1.94%,2330,2355,0.00%,100.00%,2182,57,25,18,70,2
South Dakota,Spink,2145,921,73,3139,68.33%,29.34%,2.33%,2104,998,61,3163,66.52%,31.55%,1.93%,6361,6415,0.00%,100.00%,5995,143,60,14,156,8
South Dakota,Stanley,1260,447,28,1735,72.62%,25.76%,1.61%,1203,421,28,1652,72.82%,25.48%,1.70%,2552,2966,69.97%,30.03%,31,27,17,315,16,
South Dakota,Sully,716,168,17,901,79.47%,18.65%,1.89%,726,185,19,930,78.06%,19.89%,2.05%,1446,1373,0.00%,100.00%,1334,42,16,18,41,13
South Dakota,Todd,497,1570,59,2126,23.38%,73.85%,2.78%,532,1963,44,2539,20.95%,77.31%,1.74%,9319,9612,0.00%,100.00%,685,222,55,61,8505,3
South Dakota,Tripp,2150,470,34,2654,81.01%,17.71%,1.28%,2161,495,40,2696,80.16%,18.36%,1.48%,5624,5644,0.00%,100.00%,4312,54,41,14,1208,3
South Dakota,Turner,3374,1044,120,4538,74.35%,23.01%,2.64%,3290,1139,119,4548,72.34%,25.04%,2.62%,8673,8347,0.00%,100.00%,8043,249,91,41,167,11
South Dakota,Union,6160,2548,168,8876,69.40%,28.71%,1.89%,5944,2725,186,8855,67.13%,30.77%,2.10%,16811,14399,42.09%,57.91%,14994,661,301,337,396,39
South Dakota,Walworth,1940,481,45,2466,78.67%,19.51%,1.82%,1966,565,49,2580,76.20%,21.90%,1.90%,5315,5438,0.00%,100.00%,4116,99,38,27,1062,7
South Dakota,Yankton,6650,3883,299,10832,61.39%,35.85%,2.76%,6581,4016,303,10900,60.38%,36.84%,2.78%,23310,22438,68.73%,31.27%,20195,1234,531,196,1145,26
South Dakota,Ziebach,388,366,27,781,49.68%,46.86%,3.46%,404,481,21,906,44.59%,53.09%,2.32%,2413,2801,0.00%,100.00%,404,34,4,8,1991,6
Tennessee,Anderson,24582,11525,441,36548,67.26%,31.53%,1.21%,23184,11741,645,35570,65.18%,33.01%,1.81%,77123,75129,63.48%,36.52%,66044,2820,4118,1414,2426,99
Tennessee,Bedford,15772,4122,196,20090,78.51%,20.52%,0.98%,14354,4453,281,19088,75.20%,23.33%,1.47%,50237,45058,44.89%,55.11%,36499,7665,4452,501,1376,79
Tennessee,Benton,5886,1317,57,7260,81.07%,18.14%,0.79%,5668,1529,63,7260,78.07%,21.06%,0.87%,15864,16489,0.00%,100.00%,14378,375,461,167,430,22
Tennessee,Bledsoe,5254,891,46,6191,84.87%,14.39%,0.74%,4725,971,62,5758,82.06%,16.86%,1.08%,14913,12876,0.00%,100.00%,13129,459,865,80,398,9
Tennessee,Blount,50699,17664,861,69224,73.24%,25.52%,1.24%,47369,17932,1308,66609,71.12%,26.92%,1.96%,135280,123010,62.80%,37.20%,117952,5709,5079,1945,4030,128
Tennessee,Bradley,38836,9852,558,49246,78.86%,20.01%,1.13%,35204,9851,810,45865,76.76%,21.48%,1.76%,108620,98963,68.05%,31.95%,87830,8461,6994,1735,3707,226
Tennessee,Campbell,13115,2305,108,15528,84.46%,14.84%,0.70%,12331,2441,161,14933,82.58%,16.35%,1.07%,39272,40716,51.22%,48.78%,37101,500,360,177,993,24
Tennessee,Cannon,5682,1132,67,6881,82.58%,16.45%,0.97%,5190,1261,106,6557,79.15%,19.23%,1.62%,14506,13801,0.00%,100.00%,13064,395,294,104,339,21
Tennessee,Carroll,9547,2233,102,11882,80.35%,18.79%,0.86%,9205,2559,141,11905,77.32%,21.50%,1.18%,28440,28522,17.90%,82.10%,23744,769,2961,211,694,59
Tennessee,Carter,20167,4454,231,24852,81.15%,17.92%,0.93%,19584,4529,379,24492,79.96%,18.49%,1.55%,56356,57424,59.26%,40.74%,51790,1181,1160,420,1582,43
Tennessee,Cheatham,14987,5464,290,20741,72.26%,26.34%,1.40%,14438,5514,308,20260,71.26%,27.22%,1.52%,41072,39105,0.00%,100.00%,36299,1839,1198,361,1144,68
Tennessee,Chester,6206,1286,85,7577,81.91%,16.97%,1.12%,5952,1412,220,7584,78.48%,18.62%,2.90%,17341,17131,34.06%,65.94%,14471,528,1795,135,376,13
Tennessee,Claiborne,11463,1971,100,13534,84.70%,14.56%,0.74%,10604,2202,139,12945,81.92%,17.01%,1.07%,32043,32213,28.67%,71.33%,29966,490,514,237,717,20
Tennessee,Clay,3117,614,29,3760,82.90%,16.33%,0.77%,2733,735,38,3506,77.95%,20.96%,1.09%,7581,7861,0.00%,100.00%,7202,130,122,32,107,20
Tennessee,Cocke,13105,2415,143,15663,83.67%,15.42%,0.91%,12162,2533,164,14859,81.85%,17.05%,1.10%,35999,35662,32.11%,67.89%,32733,954,989,264,1037,31
Tennessee,Coffee,19174,5440,318,24932,76.91%,21.82%,1.28%,17883,5705,694,24282,73.65%,23.49%,2.86%,57889,52796,53.92%,46.08%,48983,3259,3029,846,1620,65
Tennessee,Crockett,4674,1196,51,5921,78.94%,20.20%,0.86%,4673,1382,59,6114,76.43%,22.60%,0.97%,13911,14586,0.00%,100.00%,10056,1498,2023,72,240,21
Tennessee,Cumberland,27399,6996,247,34642,79.09%,20.20%,0.71%,25168,6728,383,32279,77.97%,20.84%,1.19%,61145,56053,46.06%,53.94%,56313,1936,599,539,1462,47
Tennessee,Davidson,102256,181862,5918,290036,35.26%,62.70%,2.04%,100218,199703,9737,309658,32.36%,64.49%,3.15%,715884,626681,96.86%,3.14%,386835,98119,185814,35152,14881,1145
Tennessee,Decatur,4596,819,51,5466,84.08%,14.98%,0.93%,4229,904,108,5241,80.69%,17.25%,2.06%,11435,11757,0.00%,100.00%,10462,358,362,46,181,13
Tennessee,DeKalb,7599,1706,91,9396,80.87%,18.16%,0.97%,6672,1750,91,8513,78.37%,20.56%,1.07%,20080,18723,24.03%,75.97%,17526,1449,422,138,481,25
Tennessee,Dickson,19002,5913,289,25204,75.39%,23.46%,1.15%,17643,6106,574,24323,72.54%,25.10%,2.36%,54315,49666,30.46%,69.54%,46994,2582,2816,492,1404,41
Tennessee,Dyer,11603,2707,84,14394,80.61%,18.81%,0.58%,11768,3158,153,15079,78.04%,20.94%,1.02%,36801,38335,45.62%,54.38%,28272,1303,6028,296,760,45
Tennessee,Fayette,16756,6720,220,23696,70.71%,28.36%,0.93%,15690,7027,267,22984,68.26%,30.57%,1.17%,41990,38413,25.31%,74.69%,27558,1430,11497,412,1008,63
Tennessee,Fentress,8555,1149,67,9771,87.56%,11.76%,0.69%,7441,1214,74,8729,85.24%,13.91%,0.85%,18489,17959,0.00%,100.00%,17541,316,81,79,439,14
Tennessee,Franklin,15016,4529,183,19728,76.12%,22.96%,0.93%,13987,4864,281,19132,73.11%,25.42%,1.47%,42774,41052,32.10%,67.90%,36864,1502,2454,511,1118,48
Tennessee,Gibson,16346,5100,202,21648,75.51%,23.56%,0.93%,16259,5771,305,22335,72.80%,25.84%,1.36%,50429,49683,29.23%,70.77%,37930,1439,9747,337,863,60
Tennessee,Giles,10394,2974,119,13487,77.07%,22.05%,0.88%,9784,3298,121,13203,74.10%,24.98%,0.92%,30346,29485,26.88%,73.12%,24920,728,3547,282,786,20
Tennessee,Grainger,9630,1432,68,11130,86.52%,12.87%,0.61%,8565,1467,102,10134,84.52%,14.48%,1.00%,23527,22657,15.57%,84.43%,21748,773,246,109,574,28
Tennessee,Greene,25586,5145,364,31095,82.28%,16.55%,1.17%,22259,5199,629,28087,79.25%,18.51%,2.24%,70152,68831,32.67%,67.33%,63143,2535,2025,560,1672,87
Tennessee,Grundy,5334,948,46,6328,84.29%,14.98%,0.73%,4802,988,65,5855,82.02%,16.87%,1.11%,13529,13703,0.00%,100.00%,12620,175,117,92,519,2
Tennessee,Hamblen,20154,5132,215,25501,79.03%,20.12%,0.84%,18811,5500,320,24631,76.37%,22.33%,1.30%,64499,62544,77.34%,22.66%,49197,9483,3254,948,1885,355
Tennessee,Hamilton,97195,74437,2806,174438,55.72%,42.67%,1.61%,92108,75522,3483,171113,53.83%,44.14%,2.03%,366207,336463,87.49%,12.51%,249939,27075,69900,10618,9465,512
Tennessee,Hancock,2558,334,16,2908,87.96%,11.49%,0.55%,2372,362,10,2744,86.44%,13.19%,0.37%,6662,6819,0.00%,100.00%,6391,40,79,9,118,12
Tennessee,Hardeman,5793,3527,79,9399,61.63%,37.53%,0.84%,5760,4180,123,10063,57.24%,41.54%,1.22%,25462,27253,20.74%,79.26%,13970,494,10474,198,338,43
Tennessee,Hardin,10293,1704,97,12094,85.11%,14.09%,0.80%,9559,1775,204,11538,82.85%,15.38%,1.77%,26831,26026,32.90%,67.10%,24272,565,1074,207,653,23
Tennessee,Hawkins,22066,3987,213,26266,84.01%,15.18%,0.81%,20405,4083,336,24824,82.20%,16.45%,1.35%,56721,56833,37.92%,62.08%,52824,889,1049,375,1346,43
Tennessee,Haywood,3286,3311,55,6652,49.40%,49.77%,0.83%,3343,4012,84,7439,44.94%,53.93%,1.13%,17864,18787,53.86%,46.14%,7554,838,9260,59,199,21
Tennessee,Henderson,10083,1902,62,12047,83.70%,15.79%,0.51%,9797,2092,131,12020,81.51%,17.40%,1.09%,27842,27769,22.83%,77.17%,23890,719,2472,131,562,16
Tennessee,Henry,11629,3286,161,15076,77.14%,21.80%,1.07%,11239,3548,260,15047,74.69%,23.58%,1.73%,32199,32330,32.23%,67.77%,27250,877,2801,327,805,18
Tennessee,Hickman,8265,1968,76,10309,80.17%,19.09%,0.74%,7577,2130,125,9832,77.06%,21.66%,1.28%,24925,24690,0.00%,100.00%,22086,681,1147,139,771,19
Tennessee,Houston,2989,773,48,3810,78.45%,20.29%,1.26%,2718,871,97,3686,73.74%,23.63%,2.63%,8283,8426,0.00%,100.00%,7491,202,329,32,211,11
Tennessee,Humphreys,6400,1767,97,8264,77.44%,21.38%,1.17%,6120,2017,99,8236,74.31%,24.49%,1.20%,18990,18538,0.00%,100.00%,17102,449,744,138,437,31
Tennessee,Jackson,4586,1040,50,5676,80.80%,18.32%,0.88%,4118,1135,70,5323,77.36%,21.32%,1.32%,11617,11638,0.00%,100.00%,10778,245,129,68,362,16
Tennessee,Jefferson,21068,4503,244,25815,81.61%,17.44%,0.95%,18651,4654,311,23616,78.98%,19.71%,1.31%,54683,51407,24.18%,75.82%,48975,2392,1293,430,1321,49
Tennessee,Johnson,6829,1212,61,8102,84.29%,14.96%,0.75%,6468,1246,87,7801,82.91%,15.97%,1.12%,17948,18244,0.00%,100.00%,16126,516,836,65,407,22
Tennessee,Knox,130815,87516,3533,221864,58.96%,39.45%,1.59%,124540,91422,4594,220556,56.47%,41.45%,2.08%,478971,432226,90.81%,9.19%,373790,28568,48434,15370,12378,755
Tennessee,Lake,1493,429,17,1939,77.00%,22.12%,0.88%,1492,526,16,2034,73.35%,25.86%,0.79%,7005,7832,0.00%,100.00%,4755,175,1960,35,94,20
Tennessee,Lauderdale,5633,2571,62,8266,68.15%,31.10%,0.75%,5674,3193,98,8965,63.29%,35.62%,1.09%,25143,27815,27.53%,72.47%,15016,587,8812,160,637,41
Tennessee,Lawrence,16429,2939,165,19533,84.11%,15.05%,0.84%,15334,3195,189,18718,81.92%,17.07%,1.01%,44159,41869,26.45%,73.55%,40368,1117,1161,294,1039,43
Tennessee,Lewis,4852,991,47,5890,82.38%,16.83%,0.80%,4474,1072,63,5609,79.76%,19.11%,1.13%,12582,12161,0.00%,100.00%,11510,326,281,123,265,30
Tennessee,Lincoln,13208,2782,138,16128,81.89%,17.25%,0.86%,12281,2919,408,15608,78.68%,18.70%,2.62%,35319,33361,28.65%,71.35%,29803,1268,2800,308,1051,69
Tennessee,Loudon,25226,7625,358,33209,75.96%,22.96%,1.08%,21713,6948,686,29347,73.99%,23.68%,2.33%,54886,48556,64.34%,35.66%,46419,5356,1008,621,1333,50
Tennessee,McMinn,19673,4207,192,24072,81.73%,17.48%,0.80%,18198,4361,285,22844,79.66%,19.09%,1.25%,53276,52266,38.34%,61.66%,45993,2161,2682,614,1781,68
Tennessee,McNairy,9437,1727,103,11267,83.76%,15.33%,0.91%,9093,1943,239,11275,80.65%,17.23%,2.12%,25866,26075,0.00%,100.00%,22847,438,1864,129,473,8
Tennessee,Macon,8958,1277,98,10333,86.69%,12.36%,0.95%,8096,1307,84,9487,85.34%,13.78%,0.88%,25216,22248,24.48%,75.52%,22439,1684,305,89,632,27
Tennessee,Madison,23385,16115,464,39964,58.52%,40.32%,1.16%,23943,18390,617,42950,55.75%,42.82%,1.43%,98823,98294,73.68%,26.32%,53264,4722,37813,1652,1597,65
Tennessee,Marion,10788,3026,119,13933,77.43%,21.72%,0.85%,9911,3177,168,13256,74.77%,23.97%,1.26%,28837,28237,8.66%,91.34%,25689,601,1386,242,885,21
Tennessee,Marshall,12426,3390,146,15962,77.85%,21.24%,0.91%,11043,3605,230,14878,74.22%,24.23%,1.55%,34318,30617,34.77%,65.23%,28255,2235,2630,232,842,42
Tennessee,Maury,37376,14145,569,52090,71.75%,27.15%,1.09%,31464,14418,775,46657,67.44%,30.90%,1.66%,100974,80956,62.52%,37.48%,76182,7660,13108,1454,2415,136
Tennessee,Meigs,5085,968,46,6099,83.37%,15.87%,0.75%,4467,1008,57,5532,80.75%,18.22%,1.03%,12758,11753,0.00%,100.00%,11823,220,242,52,350,14
Tennessee,Monroe,18526,3608,189,22323,82.99%,16.16%,0.85%,16783,3764,250,20797,80.70%,18.10%,1.20%,46250,44519,26.70%,73.30%,41185,1937,1124,320,1521,35
Tennessee,Montgomery,47795,32736,1224,81755,58.46%,40.04%,1.50%,42187,32472,2099,76758,54.96%,42.30%,2.74%,220069,172331,82.27%,17.73%,131294,22934,52571,8981,6363,1942
Tennessee,Moore,3060,542,52,3654,83.74%,14.83%,1.42%,2888,573,78,3539,81.60%,16.19%,2.21%,6461,6362,0.11%,99.89%,5999,101,183,69,147,13
Tennessee,Morgan,7427,1054,79,8560,86.76%,12.31%,0.92%,6930,1167,131,8228,84.22%,14.18%,1.60%,21035,21987,0.00%,100.00%,19029,299,1056,111,461,34
Tennessee,Obion,10596,2221,83,12900,82.14%,17.22%,0.64%,10790,2589,142,13521,79.80%,19.15%,1.05%,30787,31807,40.69%,59.31%,24736,1574,3693,177,565,22
Tennessee,Overton,9042,1931,96,11069,81.69%,17.45%,0.87%,7918,2033,86,10037,78.89%,20.26%,0.85%,22511,22083,0.00%,100.00%,21223,344,254,127,539,10
Tennessee,Perry,3139,558,19,3716,84.47%,15.02%,0.51%,2775,615,38,3428,80.95%,17.94%,1.11%,8366,7915,0.00%,100.00%,7700,127,258,48,197,4
Tennessee,Pickett,2441,487,26,2954,82.63%,16.49%,0.88%,2381,525,25,2931,81.24%,17.91%,0.85%,5001,5077,0.00%,100.00%,4811,83,36,26,65,4
Tennessee,Polk,7302,1356,69,8727,83.67%,15.54%,0.79%,6792,1492,76,8360,81.24%,17.85%,0.91%,17544,16825,0.00%,100.00%,16313,297,158,55,679,11
Tennessee,Putnam,25554,8991,394,34939,73.14%,25.73%,1.13%,23759,9185,649,33593,70.73%,27.34%,1.93%,79854,72321,61.47%,38.53%,66782,6256,3147,1561,2358,129
Tennessee,Rhea,11974,2312,158,14444,82.90%,16.01%,1.09%,11050,2369,218,13637,81.03%,17.37%,1.60%,32870,31809,29.47%,70.53%,28641,1960,939,311,1014,32
Tennessee,Roane,21011,6073,328,27412,76.65%,22.15%,1.20%,19230,6043,644,25917,74.20%,23.32%,2.48%,53404,54181,47.89%,52.11%,48094,1011,1870,571,1546,76
Tennessee,Robertson,26260,8428,382,35070,74.88%,24.03%,1.09%,24536,8692,489,33717,72.77%,25.78%,1.45%,72803,66283,47.00%,53.00%,57049,6878,6142,807,1876,94
Tennessee,Rutherford,88811,56656,2189,147656,60.15%,38.37%,1.48%,81480,59341,3057,143878,56.63%,41.24%,2.13%,341486,262604,84.04%,15.96%,219194,38317,61364,16082,7963,632
Tennessee,Scott,8608,942,55,9605,89.62%,9.81%,0.57%,8004,986,62,9052,88.42%,10.89%,0.69%,21850,22228,0.00%,100.00%,20957,205,147,107,368,17
Tennessee,Sequatchie,6522,1292,76,7890,82.66%,16.38%,0.96%,5855,1298,99,7252,80.74%,17.90%,1.36%,15826,14112,0.00%,100.00%,14409,621,164,110,487,20
Tennessee,Sevier,35207,8322,441,43970,80.07%,18.93%,1.00%,33783,8721,1031,43535,77.60%,20.03%,2.37%,98380,89889,46.63%,53.37%,83801,8614,1582,1529,2737,84
Tennessee,Shelby,118917,201759,5821,326497,36.42%,61.80%,1.78%,129815,246105,6135,382055,33.98%,64.42%,1.60%,929744,927644,96.60%,3.40%,316740,77707,492757,33842,14167,1122
Tennessee,Smith,7655,1595,86,9336,81.99%,17.08%,0.92%,7136,1802,113,9051,78.84%,19.91%,1.25%,19904,19166,0.00%,100.00%,18054,518,592,152,579,19
Tennessee,Stewart,5389,1160,71,6620,81.40%,17.52%,1.07%,4950,1232,114,6296,78.62%,19.57%,1.81%,13657,13324,0.00%,100.00%,12321,336,324,149,438,32
Tennessee,Sullivan,58154,16624,763,75541,76.98%,22.01%,1.01%,55860,17272,1225,74357,75.12%,23.23%,1.65%,158163,156823,73.46%,26.54%,143354,3548,4973,1855,3663,131
Tennessee,Sumner,68767,27874,1120,97761,70.34%,28.51%,1.15%,63454,27680,1496,92630,68.50%,29.88%,1.62%,196281,160645,74.74%,25.26%,155169,12870,18657,4258,4966,303
Tennessee,Tipton,20303,6178,252,26733,75.95%,23.11%,0.94%,20070,6837,401,27308,73.49%,25.04%,1.47%,60970,61081,33.34%,66.66%,44925,1686,11725,796,1632,131
Tennessee,Trousdale,3359,856,36,4251,79.02%,20.14%,0.85%,2936,1012,50,3998,73.44%,25.31%,1.25%,11618,7870,0.00%,100.00%,8786,375,2128,85,256,22
Tennessee,Unicoi,6876,1578,87,8541,80.51%,18.48%,1.02%,6599,1615,93,8307,79.44%,19.44%,1.12%,17928,18313,48.56%,51.44%,16175,1107,126,84,448,13
Tennessee,Union,7384,1216,69,8669,85.18%,14.03%,0.80%,6803,1249,71,8123,83.75%,15.38%,0.87%,19802,19109,0.00%,100.00%,18642,404,173,78,419,28
Tennessee,Van Buren,2718,524,23,3265,83.25%,16.05%,0.70%,2342,544,35,2921,80.18%,18.62%,1.20%,6168,5548,0.00%,100.00%,5866,83,55,42,141,10
Tennessee,Warren,13192,3647,176,17015,77.53%,21.43%,1.03%,11850,3924,235,16009,74.02%,24.51%,1.47%,40953,39839,38.36%,61.64%,33980,3943,1619,384,980,55
Tennessee,Washington,42299,18131,804,61234,69.08%,29.61%,1.31%,40444,18638,1121,60203,67.18%,30.96%,1.86%,133001,122979,74.24%,25.76%,112606,6136,7663,2704,3425,150
Tennessee,Wayne,6016,762,53,6831,88.07%,11.16%,0.78%,5795,820,54,6669,86.89%,12.30%,0.81%,16232,17021,0.00%,100.00%,14503,379,972,52,295,19
Tennessee,Weakley,10541,2725,128,13394,78.70%,20.34%,0.96%,10396,3020,319,13735,75.69%,21.99%,2.32%,32902,35021,32.56%,67.44%,27813,905,3077,331,668,49
Tennessee,White,10717,2105,109,12931,82.88%,16.28%,0.84%,9606,2143,146,11895,80.76%,18.02%,1.22%,27351,25841,20.81%,79.19%,24833,736,647,223,805,30
Tennessee,Williamson,94562,47695,2411,144668,65.36%,32.97%,1.67%,86469,50161,2386,139016,62.20%,36.08%,1.72%,247726,183182,81.36%,18.64%,200408,14261,12151,15547,4175,375
Tennessee,Wilson,56425,23855,974,81254,69.44%,29.36%,1.20%,50296,22254,1780,74330,67.67%,29.94%,2.39%,147737,113993,64.76%,35.24%,118889,8375,12291,4234,3477,194
Texas,Anderson,15597,3635,149,19381,80.48%,18.76%,0.77%,15110,3955,162,19227,78.59%,20.57%,0.84%,57922,58458,32.14%,67.86%,33098,11111,12253,543,1303,57
Texas,Andrews,5205,806,55,6066,85.81%,13.29%,0.91%,4943,850,70,5863,84.31%,14.50%,1.19%,18610,14786,81.68%,18.32%,7405,10400,376,153,541,19
Texas,Angelina,26049,8146,281,34476,75.56%,23.63%,0.82%,25076,9143,416,34635,72.40%,26.40%,1.20%,86395,86771,48.09%,51.91%,49970,19732,14115,1169,2058,85
Texas,Aransas,10090,2831,110,13031,77.43%,21.73%,0.84%,9239,2916,135,12290,75.17%,23.73%,1.10%,23830,23158,76.42%,23.58%,15816,6158,394,655,875,48
Texas,Archer,4592,520,20,5132,89.48%,10.13%,0.39%,4300,446,50,4796,89.66%,9.30%,1.04%,8560,9054,12.64%,87.36%,7356,742,106,74,297,19
Texas,Armstrong,1029,77,3,1109,92.79%,6.94%,0.27%,1035,75,2,1112,93.08%,6.74%,0.18%,1848,1901,0.00%,100.00%,1593,144,34,28,70,8
Texas,Atascosa,13142,5153,173,18468,71.16%,27.90%,0.94%,12039,5876,223,18138,66.37%,32.40%,1.23%,48981,44911,28.55%,71.45%,16066,31178,736,396,1230,68
Texas,Austin,12457,2816,142,15415,80.81%,18.27%,0.92%,11447,2951,188,14586,78.48%,20.23%,1.29%,30167,28417,21.17%,78.83%,18480,8052,2791,304,868,27
Texas,Bailey,1395,332,14,1741,80.13%,19.07%,0.80%,1434,409,17,1860,77.10%,21.99%,0.91%,6904,7165,74.72%,25.28%,2190,4540,91,19,155,3
Texas,Bandera,10939,2532,129,13600,80.43%,18.62%,0.95%,10057,2505,164,12726,79.03%,19.68%,1.29%,20851,20485,0.00%,100.00%,15595,4010,270,219,688,63
Texas,Bastrop,23301,15989,627,39917,58.37%,40.06%,1.57%,20516,15474,772,36762,55.81%,42.09%,2.10%,97216,74171,28.00%,72.00%,45751,41484,6873,1287,3522,189
Texas,Baylor,1471,184,20,1675,87.82%,10.99%,1.19%,1494,183,25,1702,87.78%,10.75%,1.47%,3465,3726,0.00%,100.00%,2797,439,113,22,84,9
Texas,Bee,6111,2606,83,8800,69.44%,29.61%,0.94%,6006,3288,132,9426,63.72%,34.88%,1.40%,31047,31861,45.83%,54.17%,8600,19392,2558,307,509,50
Texas,Bell,75161,53973,1879,131013,57.37%,41.20%,1.43%,67893,57014,2783,127690,53.17%,44.65%,2.18%,370647,310235,86.31%,13.69%,156780,93467,100605,18271,12616,5981
Texas,Bexar,337545,411389,11529,760463,44.39%,54.10%,1.52%,308618,448452,13501,770571,40.05%,58.20%,1.75%,2009324,1714773,95.29%,4.71%,535732,1190958,196197,94562,58820,8259
Texas,Blanco,6447,1973,103,8523,75.64%,23.15%,1.21%,5443,1911,105,7459,72.97%,25.62%,1.41%,11374,10497,0.00%,100.00%,8707,2092,123,100,315,21
Texas,Borden,370,16,1,387,95.61%,4.13%,0.26%,397,16,3,416,95.43%,3.85%,0.72%,631,641,0.00%,100.00%,528,86,16,14,8,8
Texas,Bosque,7969,1524,93,9586,83.13%,15.90%,0.97%,7469,1561,96,9126,81.84%,17.10%,1.06%,18235,18212,0.00%,100.00%,13621,3321,503,148,680,12
Texas,Bowie,27122,9282,307,36711,73.88%,25.28%,0.84%,27116,10747,398,38261,70.87%,28.09%,1.04%,92893,92565,62.06%,37.94%,55855,7602,25188,1506,3016,184
Texas,Brazoria,95867,63976,2203,162046,59.16%,39.48%,1.36%,90433,62228,2323,154984,58.35%,40.15%,1.50%,372031,313166,77.40%,22.60%,161833,115202,61118,29997,9732,623
Texas,Brazos,56671,33844,1446,91961,61.63%,36.80%,1.57%,47530,35349,2434,85313,55.71%,41.43%,2.86%,233849,194851,88.15%,11.85%,123035,63067,27910,16856,5602,493
Texas,Brewster,2545,1969,64,4578,55.59%,43.01%,1.40%,2461,2258,103,4822,51.04%,46.83%,2.13%,9546,9232,65.82%,34.18%,4948,3963,287,164,422,19
Texas,Briscoe,666,72,7,745,89.40%,9.66%,0.94%,639,78,8,725,88.14%,10.76%,1.10%,1435,1637,0.00%,100.00%,1008,368,30,13,41,4
Texas,Brooks,1077,1308,17,2402,44.84%,54.45%,0.71%,998,1470,16,2484,40.18%,59.18%,0.64%,7076,7223,63.55%,36.45%,724,6242,47,48,78,10
