State,County,2024R,2024D,2024O,2024TOT,2024RPCT,2024DPCT,2024OPCT,2020R,2020D,2020O,2020TOT,2020RPCT,2020DPCT,2020OPCT,2020POP,2010POP,Urban20,Rural20,White20,Hispanic20,Black20,Asian20,Native20,Pacific20
Kansas,Brown,3106,1065,103,4274,72.67%,24.92%,2.41%,3262,1104,105,4471,72.96%,24.69%,2.35%,9508,9984,0.00%,100.00%,7683,352,252,89,1184,26
Kansas,Butler,22426,9150,660,32236,69.57%,28.38%,2.05%,22634,9181,705,32520,69.60%,28.23%,2.17%,67380,65880,53.90%,46.10%,56846,3578,2264,1470,3008,123
Kansas,Chase,1090,348,24,1462,74.56%,23.80%,1.64%,1123,345,23,1491,75.32%,23.14%,1.54%,2572,2790,0.00%,100.00%,2228,222,49,28,74,4
Kansas,Chautauqua,1299,211,18,1528,85.01%,13.81%,1.18%,1402,212,30,1644,85.28%,12.90%,1.82%,3379,3669,0.00%,100.00%,2822,138,59,42,354,9
Kansas,Cherokee,6584,1970,186,8740,75.33%,22.54%,2.13%,6766,2194,191,9151,73.94%,23.98%,2.09%,19362,21603,0.00%,100.00%,16241,514,267,133,2034,51
Kansas,Cheyenne,1185,206,31,1422,83.33%,14.49%,2.18%,1183,224,22,1429,82.79%,15.68%,1.54%,2616,2726,0.00%,100.00%,2223,238,20,33,48,17
Kansas,Clark,867,129,18,1014,85.50%,12.72%,1.78%,904,143,20,1067,84.72%,13.40%,1.87%,1991,2215,0.00%,100.00%,1668,203,20,32,61,5
Kansas,Clay,3150,867,96,4113,76.59%,21.08%,2.33%,3177,894,111,4182,75.97%,21.38%,2.65%,8117,8535,50.89%,49.11%,7486,218,112,99,200,8
Kansas,Cloud,3218,767,76,4061,79.24%,18.89%,1.87%,3242,920,101,4263,76.05%,21.58%,2.37%,9032,9533,55.70%,44.30%,8235,319,169,72,174,16
Kansas,Coffey,3371,934,91,4396,76.68%,21.25%,2.07%,3489,964,112,4565,76.43%,21.12%,2.45%,8360,8601,0.00%,100.00%,7670,221,104,77,248,3
Kansas,Comanche,727,130,17,874,83.18%,14.87%,1.95%,762,126,28,916,83.19%,13.76%,3.06%,1689,1891,0.00%,100.00%,1520,98,31,10,48,9
Kansas,Cowley,9360,3919,275,13554,69.06%,28.91%,2.03%,9656,4273,302,14231,67.85%,30.03%,2.12%,34549,36311,68.00%,32.00%,26227,3971,1483,707,2183,248
Kansas,Crawford,10084,5956,377,16417,61.42%,36.28%,2.30%,10045,6179,494,16718,60.08%,36.96%,2.95%,38972,39134,59.32%,40.68%,31937,2716,1643,661,1756,225
Kansas,Decatur,1217,215,22,1454,83.70%,14.79%,1.51%,1260,218,20,1498,84.11%,14.55%,1.34%,2764,2961,0.00%,100.00%,2565,76,36,24,72,3
Kansas,Dickinson,7014,1989,141,9144,76.71%,21.75%,1.54%,7126,2060,163,9349,76.22%,22.03%,1.74%,18402,19754,35.89%,64.11%,16451,905,301,169,460,32
Kansas,Doniphan,2899,626,67,3592,80.71%,17.43%,1.87%,2976,686,47,3709,80.24%,18.50%,1.27%,7510,7945,28.32%,71.68%,6614,204,379,48,231,27
Kansas,Douglas,17523,39582,1602,58707,29.85%,67.42%,2.73%,17286,40785,1870,59941,28.84%,68.04%,3.12%,118785,110826,85.36%,14.64%,90281,8295,8070,6196,6585,226
Kansas,Edwards,1042,213,14,1269,82.11%,16.78%,1.10%,1141,271,19,1431,79.73%,18.94%,1.33%,2907,3037,0.00%,100.00%,2157,623,40,10,76,5
Kansas,Elk,1123,191,24,1338,83.93%,14.28%,1.79%,1140,195,26,1361,83.76%,14.33%,1.91%,2483,2882,0.00%,100.00%,2214,101,43,24,124,12
Kansas,Ellis,9743,3511,314,13568,71.81%,25.88%,2.31%,9758,3737,361,13856,70.42%,26.97%,2.61%,28934,28452,75.62%,24.38%,25109,2016,656,514,525,129
Kansas,Ellsworth,2078,636,44,2758,75.34%,23.06%,1.60%,2148,648,57,2853,75.29%,22.71%,2.00%,6376,6497,0.00%,100.00%,5455,365,296,76,184,7
Kansas,Finney,7166,3425,225,10816,66.25%,31.67%,2.08%,7236,4325,285,11846,61.08%,36.51%,2.41%,38470,36776,80.52%,19.48%,14514,19883,1859,1712,1069,70
Kansas,Ford,5616,2461,170,8247,68.10%,29.84%,2.06%,5803,2947,165,8915,65.09%,33.06%,1.85%,34287,33848,80.79%,19.21%,12455,19666,1283,560,1452,52
Kansas,Franklin,8773,3676,310,12759,68.76%,28.81%,2.43%,8479,3690,308,12477,67.96%,29.57%,2.47%,25996,25992,47.93%,52.07%,25818,1147,669,212,1060,27
Kansas,Geary,5288,3674,225,9187,57.56%,39.99%,2.45%,5323,3983,297,9603,55.43%,41.48%,3.09%,36739,34362,88.38%,11.62%,19957,5776,8052,2235,1348,734
Kansas,Gove,1227,150,21,1398,87.77%,10.73%,1.50%,1291,166,14,1471,87.76%,11.28%,0.95%,2718,2695,0.00%,100.00%,2486,83,29,33,73,8
Kansas,Graham,1055,210,22,1287,81.97%,16.32%,1.71%,1080,228,29,1337,80.78%,17.05%,2.17%,2415,2597,0.00%,100.00%,2179,62,74,30,61,21
Kansas,Grant,1793,395,32,2220,80.77%,17.79%,1.44%,1936,518,47,2501,77.41%,20.71%,1.88%,7352,7829,79.77%,20.23%,3211,3862,60,42,340,16
Kansas,Gray,1837,324,32,2193,83.77%,14.77%,1.46%,1911,341,36,2288,83.52%,14.90%,1.57%,5653,6006,0.00%,100.00%,4629,839,43,17,95,7
Kansas,Greeley,510,75,8,593,86.00%,12.65%,1.35%,549,78,14,641,85.65%,12.17%,2.18%,1284,1247,0.00%,100.00%,1036,199,22,13,33,8
Kansas,Greenwood,2299,541,52,2892,79.50%,18.71%,1.80%,2444,569,64,3077,79.43%,18.49%,2.08%,6016,6689,0.00%,100.00%,5406,204,77,52,301,2
Kansas,Hamilton,671,131,13,815,82.33%,16.07%,1.60%,698,141,20,859,81.26%,16.41%,2.33%,2518,2690,0.00%,100.00%,1361,1084,29,20,56,3
Kansas,Harper,2072,437,56,2565,80.78%,17.04%,2.18%,2168,461,49,2678,80.96%,17.21%,1.83%,5485,6034,0.00%,100.00%,4714,425,62,41,249,12
Kansas,Harvey,9591,6202,376,16169,59.32%,38.36%,2.33%,10182,6747,470,17399,58.52%,38.78%,2.70%,34024,34684,59.89%,40.11%,27349,4055,1152,423,1130,40
Kansas,Haskell,1045,221,13,1279,81.70%,17.28%,1.02%,1122,268,20,1410,79.57%,19.01%,1.42%,3780,4256,0.00%,100.00%,2578,1119,48,10,69,7
Kansas,Hodgeman,817,136,13,966,84.58%,14.08%,1.35%,875,154,16,1045,83.73%,14.74%,1.53%,1723,1916,0.00%,100.00%,1546,96,25,27,41,4
Kansas,Jackson,4557,1799,143,6499,70.12%,27.68%,2.20%,4517,1881,186,6584,68.61%,28.57%,2.83%,13232,13462,0.00%,100.00%,10534,630,210,66,1897,33
Kansas,Jefferson,6694,3030,251,9975,67.11%,30.38%,2.52%,6334,3194,254,9782,64.75%,32.65%,2.60%,18368,19126,0.87%,99.13%,16549,567,250,116,724,55
Kansas,Jewell,1370,176,31,1577,86.87%,11.16%,1.97%,1387,212,29,1628,85.20%,13.02%,1.78%,2932,3077,0.00%,100.00%,2743,62,28,32,63,8
Kansas,Johnson,154247,183451,9162,346860,44.47%,52.89%,2.64%,155631,184259,9496,349386,44.54%,52.74%,2.72%,609863,544179,95.96%,4.04%,460399,54389,38047,40829,14782,1120
Kansas,Kearny,1082,192,27,1301,83.17%,14.76%,2.08%,1164,267,24,1455,80.00%,18.35%,1.65%,3983,3977,0.00%,100.00%,2378,1396,99,46,126,14
Kansas,Kingman,3119,753,75,3947,79.02%,19.08%,1.90%,3130,752,67,3949,79.26%,19.04%,1.70%,7470,7858,0.00%,100.00%,6829,268,75,50,232,12
Kansas,Kiowa,941,151,17,1109,84.85%,13.62%,1.53%,980,156,29,1165,84.12%,13.39%,2.49%,2460,2553,0.00%,100.00%,2158,87,94,35,70,9
Kansas,Labette,5410,2385,126,7921,68.30%,30.11%,1.59%,5735,2655,173,8563,66.97%,31.01%,2.02%,20184,21607,46.74%,53.26%,16077,939,1397,178,1627,27
Kansas,Lane,709,111,25,845,83.91%,13.14%,2.96%,762,115,18,895,85.14%,12.85%,2.01%,1574,1750,0.00%,100.00%,1375,143,9,9,37,15
Kansas,Leavenworth,22055,13732,969,36756,60.00%,37.36%,2.64%,21610,13886,994,36490,59.22%,38.05%,2.72%,81881,76227,66.80%,33.20%,62503,5602,8791,2052,3037,321
Kansas,Lincoln,1233,250,24,1507,81.82%,16.59%,1.59%,1283,266,30,1579,81.25%,16.85%,1.90%,2939,3241,0.00%,100.00%,2691,130,32,19,59,7
Kansas,Linn,4093,854,82,5029,81.39%,16.98%,1.63%,4048,896,102,5046,80.22%,17.76%,2.02%,9591,9656,0.00%,100.00%,8782,238,133,36,330,20
Kansas,Logan,1186,183,31,1400,84.71%,13.07%,2.21%,1249,186,23,1458,85.67%,12.76%,1.58%,2762,2756,0.00%,100.00%,2457,195,25,32,60,11
Kansas,Lyon,7462,5515,337,13314,56.05%,41.42%,2.53%,7550,6055,444,14049,53.74%,43.10%,3.16%,32179,33690,74.84%,25.16%,22219,7256,1005,758,1019,42
Kansas,McPherson,9816,4021,330,14167,69.29%,28.38%,2.33%,9964,4134,340,14438,69.01%,28.63%,2.35%,30223,29180,46.45%,53.55%,26519,1592,821,368,786,52
Kansas,Marion,4312,1429,138,5879,73.35%,24.31%,2.35%,4465,1516,130,6111,73.06%,24.81%,2.13%,11823,12660,0.00%,100.00%,10750,442,228,82,300,13
Kansas,Marshall,3644,1205,119,4968,73.35%,24.26%,2.40%,3729,1259,126,5114,72.92%,24.62%,2.46%,10038,10117,0.00%,100.00%,9410,227,113,75,187,12
Kansas,Meade,1427,247,21,1695,84.19%,14.57%,1.24%,1523,263,39,1825,83.45%,14.41%,2.14%,4055,4575,0.00%,100.00%,3053,797,75,33,125,5
Kansas,Miami,12854,5472,424,18750,68.55%,29.18%,2.26%,12308,5247,434,17989,68.42%,29.17%,2.41%,34191,32787,24.62%,75.38%,30472,1196,775,309,1196,45
Kansas,Mitchell,2608,528,36,3172,82.22%,16.65%,1.13%,2504,558,39,3101,80.75%,17.99%,1.26%,5796,6373,0.00%,100.00%,5436,157,69,31,99,8
Kansas,Montgomery,9287,2934,220,12441,74.65%,23.58%,1.77%,9931,3228,267,13426,73.97%,24.04%,1.99%,31486,35471,54.61%,45.39%,23571,2414,2235,319,3111,75
Kansas,Morris,2021,721,50,2792,72.39%,25.82%,1.79%,2124,729,46,2899,73.27%,25.15%,1.59%,5386,5923,0.00%,100.00%,4897,227,47,29,156,5
Kansas,Morton,909,131,20,1060,85.75%,12.36%,1.89%,1034,150,14,1198,86.31%,12.52%,1.17%,2701,3233,0.00%,100.00%,1940,591,53,65,87,23
Kansas,Nemaha,4655,888,94,5637,82.58%,15.75%,1.67%,4664,927,93,5684,82.05%,16.31%,1.64%,10273,10178,0.00%,100.00%,9622,266,118,87,162,24
Kansas,Neosho,4961,1696,152,6809,72.86%,24.91%,2.23%,4970,1796,111,6877,72.27%,26.12%,1.61%,15904,16512,54.77%,45.23%,13767,910,337,152,760,17
Kansas,Ness,1205,129,29,1363,88.41%,9.46%,2.13%,1339,149,25,1513,88.50%,9.85%,1.65%,2687,3107,0.00%,100.00%,2305,305,16,14,60,7
Kansas,Norton,1882,346,47,2275,82.73%,15.21%,2.07%,2007,364,44,2415,83.11%,15.07%,1.82%,5459,5671,0.00%,100.00%,4690,311,258,61,157,15
Kansas,Osage,5736,1946,236,7918,72.44%,24.58%,2.98%,5705,2136,194,8035,71.00%,26.58%,2.41%,15766,16295,0.00%,100.00%,14505,457,145,121,451,26
Kansas,Osborne,1477,261,37,1775,83.21%,14.70%,2.08%,1629,281,35,1945,83.75%,14.45%,1.80%,3500,3858,0.00%,100.00%,3285,66,40,33,81,4
Kansas,Ottawa,2475,476,52,3003,82.42%,15.85%,1.73%,2610,506,75,3191,81.79%,15.86%,2.35%,5735,6091,0.00%,100.00%,5268,144,113,30,155,16
Kansas,Pawnee,2003,625,47,2675,74.88%,23.36%,1.76%,2045,643,51,2739,74.66%,23.48%,1.86%,6253,6973,59.72%,40.28%,5154,522,336,53,181,19
Kansas,Phillips,2356,331,63,2750,85.67%,12.04%,2.29%,2418,318,45,2781,86.95%,11.43%,1.62%,4981,5642,0.00%,100.00%,4620,142,62,30,122,8
Kansas,Pottawatomie,9811,3394,267,13472,72.83%,25.19%,1.98%,9452,3313,318,13083,72.25%,25.32%,2.43%,25348,21604,34.46%,65.54%,22065,1429,564,434,825,45
Kansas,Pratt,3054,954,74,4082,74.82%,23.37%,1.81%,3108,933,96,4137,75.13%,22.55%,2.32%,9157,9656,71.96%,28.04%,7872,741,165,69,279,17
Kansas,Rawlins,1194,176,40,1410,84.68%,12.48%,2.84%,1261,214,29,1504,83.84%,14.23%,1.93%,2561,2519,0.00%,100.00%,2242,159,47,30,53,9
Kansas,Reno,17847,8554,666,27067,65.94%,31.60%,2.46%,18443,8886,731,28060,65.73%,31.67%,2.61%,61898,64511,68.62%,31.38%,50316,6096,2882,633,2087,116
Kansas,Republic,2001,396,58,2455,81.51%,16.13%,2.36%,2182,424,51,2657,82.12%,15.96%,1.92%,4674,4980,0.00%,100.00%,4402,91,56,20,87,21
Kansas,Rice,3073,825,73,3971,77.39%,20.78%,1.84%,3262,965,92,4319,75.53%,22.34%,2.13%,9427,10083,0.00%,100.00%,7520,1290,222,66,342,12
Kansas,Riley,11630,12063,820,24513,47.44%,49.21%,3.35%,11610,12765,796,25171,46.12%,50.71%,3.16%,71959,71115,90.15%,9.85%,51807,7470,6515,4362,1918,418
Kansas,Rooks,2153,349,35,2537,84.86%,13.76%,1.38%,2325,339,35,2699,86.14%,12.56%,1.30%,4919,5181,0.00%,100.00%,4558,116,93,29,123,19
Kansas,Rush,1315,264,27,1606,81.88%,16.44%,1.68%,1350,295,32,1677,80.50%,17.59%,1.91%,2956,3307,0.00%,100.00%,2745,132,25,30,55,11
Kansas,Russell,2632,608,75,3315,79.40%,18.34%,2.26%,2790,600,77,3467,80.47%,17.31%,2.22%,6691,6970,60.77%,39.23%,6039,236,137,55,189,4
Kansas,Saline,15069,7734,521,23324,64.61%,33.16%,2.23%,15722,8214,688,24624,63.85%,33.36%,2.79%,54303,55606,85.72%,14.28%,41506,6642,3090,1627,1761,145
Kansas,Scott,1843,248,44,2135,86.32%,11.62%,2.06%,2014,299,41,2354,85.56%,12.70%,1.74%,5151,4936,0.00%,100.00%,3895,1027,45,44,180,22
Kansas,Sedgwick,120118,90506,4926,215550,55.73%,41.99%,2.29%,122416,95870,6576,224862,54.44%,42.64%,2.92%,523824,498365,92.58%,7.42%,336271,82630,59692,28361,23458,1471
Kansas,Seward,3133,1354,86,4573,68.51%,29.61%,1.88%,3372,1833,89,5294,63.69%,34.62%,1.68%,21964,22952,90.34%,9.66%,5928,14406,873,646,894,44
Kansas,Shawnee,39901,40308,2141,82350,48.45%,48.95%,2.60%,40443,43015,2664,86122,46.96%,49.95%,3.09%,178909,177934,83.17%,16.83%,125873,23861,20043,3810,8109,425
Kansas,Sheridan,1229,126,18,1373,89.51%,9.18%,1.31%,1282,147,16,1445,88.72%,10.17%,1.11%,2447,2556,0.00%,100.00%,2212,145,41,26,36,14
Kansas,Sherman,2161,379,59,2599,83.15%,14.58%,2.27%,2269,396,62,2727,83.20%,14.52%,2.27%,5927,6010,74.89%,25.11%,4798,773,171,50,136,12
Kansas,Smith,1675,300,37,2012,83.25%,14.91%,1.84%,1763,336,30,2129,82.81%,15.78%,1.41%,3570,3853,0.00%,100.00%,3370,67,36,23,60,9
Kansas,Stafford,1548,326,37,1911,81.00%,17.06%,1.94%,1645,357,32,2034,80.88%,17.55%,1.57%,4072,4437,0.00%,100.00%,3364,503,65,23,146,16
Kansas,Stanton,537,115,12,664,80.87%,17.32%,1.81%,614,148,14,776,79.12%,19.07%,1.80%,2084,2235,0.00%,100.00%,1074,909,32,20,85,13
Kansas,Stevens,1595,210,30,1835,86.92%,11.44%,1.63%,1760,237,34,2031,86.66%,11.67%,1.67%,5250,5724,0.00%,100.00%,3007,2020,57,37,171,0
Kansas,Sumner,7810,2527,244,10581,73.81%,23.88%,2.31%,8105,2591,232,10928,74.17%,23.71%,2.12%,22382,24132,37.35%,62.65%,19347,1254,404,138,1098,10
Kansas,Thomas,3007,597,70,3674,81.85%,16.25%,1.91%,3130,625,55,3810,82.15%,16.40%,1.44%,7930,7900,68.94%,31.06%,6910,632,145,68,182,14
Kansas,Trego,1343,216,32,1591,84.41%,13.58%,2.01%,1363,242,25,1630,83.62%,14.85%,1.53%,2808,3001,0.00%,100.00%,2627,64,25,25,48,10
Kansas,Wabaunsee,2816,944,100,3860,72.95%,24.46%,2.59%,2845,964,93,3902,72.91%,24.71%,2.38%,6877,7053,0.00%,100.00%,6185,317,86,66,255,9
Kansas,Wallace,686,52,10,748,91.71%,6.95%,1.34%,770,44,11,825,93.33%,5.33%,1.33%,1512,1485,0.00%,100.00%,1344,80,20,8,45,3
Kansas,Washington,2263,396,41,2700,83.81%,14.67%,1.52%,2363,475,45,2883,81.96%,16.48%,1.56%,5530,5799,0.00%,100.00%,5084,275,40,32,69,10
Kansas,Wichita,740,107,13,860,86.05%,12.44%,1.51%,808,149,11,968,83.47%,15.39%,1.14%,2152,2234,0.00%,100.00%,1412,636,26,12,84,8
Kansas,Wilson,2894,647,68,3609,80.19%,17.93%,1.88%,3153,723,78,3954,79.74%,18.29%,1.97%,8624,9409,0.00%,100.00%,7679,261,97,55,469,15
Kansas,Woodson,1205,282,19,1506,80.01%,18.73%,1.26%,1228,294,24,1546,79.43%,19.02%,1.55%,3115,3309,0.00%,100.00%,2864,71,28,29,135,8
Kansas,Wyandotte,18867,30938,1096,50901,37.07%,60.78%,2.15%,18934,36788,1349,57071,33.18%,64.46%,2.36%,169245,157505,94.71%,5.29%,63079,55814,38877,8549,6005,563
Kentucky,Adair,7643,1257,74,8974,85.17%,14.01%,0.82%,7276,1392,100,8768,82.98%,15.88%,1.14%,18903,18656,26.55%,73.45%,17044,643,762,114,277,14
Kentucky,Allen,7824,1505,89,9418,83.07%,15.98%,0.94%,7587,1642,135,9364,81.02%,17.54%,1.44%,20588,19956,22.52%,77.48%,18987,574,363,106,436,27
Kentucky,Anderson,9650,3226,219,13095,73.69%,24.64%,1.67%,9661,3348,245,13254,72.89%,25.26%,1.85%,23852,21421,56.78%,43.22%,21654,521,775,184,592,25
Kentucky,Ballard,3331,697,60,4088,81.48%,17.05%,1.47%,3356,825,44,4225,79.43%,19.53%,1.04%,7728,8249,0.00%,100.00%,7074,93,297,77,147,9
Kentucky,Barren,15019,4565,218,19802,75.85%,23.05%,1.10%,14654,5127,283,20064,73.04%,25.55%,1.41%,44485,42173,37.90%,62.10%,38804,1889,2339,354,932,69
Kentucky,Bath,4041,1278,70,5389,74.99%,23.71%,1.30%,3986,1573,68,5627,70.84%,27.95%,1.21%,12750,11591,0.00%,100.00%,12125,182,216,39,171,8
Kentucky,Bell,7831,1419,90,9340,83.84%,15.19%,0.96%,8140,1789,115,10044,81.04%,17.81%,1.15%,24097,28691,40.73%,59.27%,22311,244,816,148,456,14
Kentucky,Boone,45650,20601,1170,67421,67.71%,30.56%,1.74%,44814,20901,1283,66998,66.89%,31.20%,1.91%,135968,118811,88.53%,11.47%,112602,7707,7819,4110,3037,442
Kentucky,Bourbon,6284,3088,165,9537,65.89%,32.38%,1.73%,6190,3296,162,9648,64.16%,34.16%,1.68%,20252,19985,55.64%,44.36%,16770,1486,1408,153,375,13
Kentucky,Boyd,14363,6291,297,20951,68.56%,30.03%,1.42%,14295,7083,373,21751,65.72%,32.56%,1.72%,48261,49542,76.21%,23.79%,44035,714,1886,448,952,35
Kentucky,Boyle,9159,4990,224,14373,63.72%,34.72%,1.56%,8872,5298,308,14478,61.28%,36.59%,2.13%,30614,28432,64.64%,35.36%,25074,1490,2991,487,639,17
Kentucky,Bracken,3399,702,52,4153,81.84%,16.90%,1.25%,3398,800,48,4246,80.03%,18.84%,1.13%,8400,8488,0.00%,100.00%,7964,90,101,49,157,3
Kentucky,Breathitt,4036,1002,80,5118,78.86%,19.58%,1.56%,4265,1301,95,5661,75.34%,22.98%,1.68%,13718,13878,0.00%,100.00%,13038,93,123,70,353,16
Kentucky,Breckinridge,7882,2038,128,10048,78.44%,20.28%,1.27%,7701,2350,150,10201,75.49%,23.04%,1.47%,20432,20059,0.00%,100.00%,18743,284,650,81,537,8
Kentucky,Bullitt,32299,10280,630,43209,74.75%,23.79%,1.46%,30708,10552,738,41998,73.12%,25.13%,1.75%,82217,74319,70.55%,29.45%,74787,2117,1823,913,2071,80
Kentucky,Butler,4905,965,73,5943,82.53%,16.24%,1.23%,4960,1079,86,6125,80.98%,17.62%,1.40%,12371,12690,0.00%,100.00%,11370,592,108,47,262,4
Kentucky,Caldwell,4860,1256,72,6188,78.54%,20.30%,1.16%,4906,1433,95,6434,76.25%,22.27%,1.48%,12649,12984,47.89%,52.11%,11190,198,860,86,264,23
Kentucky,Calloway,11539,5111,295,16945,68.10%,30.16%,1.74%,11352,5797,308,17457,65.03%,33.21%,1.76%,37103,37191,51.10%,48.90%,32235,1353,1890,639,867,37
Kentucky,Campbell,28450,18952,932,48334,58.86%,39.21%,1.93%,28482,19374,1022,48878,58.27%,39.64%,2.09%,93076,90336,82.89%,17.11%,82743,2309,4064,1562,1823,135
Kentucky,Carlisle,2182,408,20,2610,83.60%,15.63%,0.77%,2159,463,16,2638,81.84%,17.55%,0.61%,4826,5104,0.00%,100.00%,4443,133,116,22,123,16
Kentucky,Carroll,3014,963,48,4025,74.88%,23.93%,1.19%,2954,1116,66,4136,71.42%,26.98%,1.60%,10810,10811,50.61%,49.39%,9401,795,320,84,197,21
Kentucky,Carter,8981,2305,136,11422,78.63%,20.18%,1.19%,8775,2642,169,11586,75.74%,22.80%,1.46%,26627,27720,20.35%,79.65%,25425,254,315,95,471,15
Kentucky,Casey,6216,804,60,7080,87.80%,11.36%,0.85%,6179,918,74,7171,86.17%,12.80%,1.03%,15941,15955,0.00%,100.00%,14836,529,181,66,267,8
Kentucky,Christian,14332,7055,284,21671,66.13%,32.56%,1.31%,15080,8296,487,23863,63.19%,34.77%,2.04%,72748,73955,70.93%,29.07%,46400,5752,17696,1541,1802,396
Kentucky,Clark,11950,5639,296,17885,66.82%,31.53%,1.66%,11811,6004,324,18139,65.11%,33.10%,1.79%,36972,35613,71.01%,28.99%,32267,1477,2125,321,694,30
Kentucky,Clay,6729,692,105,7526,89.41%,9.19%,1.40%,6677,831,83,7591,87.96%,10.95%,1.09%,20345,21730,0.00%,100.00%,18686,353,991,49,271,26
Kentucky,Clinton,4276,549,66,4891,87.43%,11.22%,1.35%,4280,603,49,4932,86.78%,12.23%,0.99%,9253,10272,0.00%,100.00%,8680,245,86,33,187,13
Kentucky,Crittenden,3349,608,53,4010,83.52%,15.16%,1.32%,3451,731,60,4242,81.35%,17.23%,1.42%,8990,9315,0.00%,100.00%,8524,113,169,16,157,14
Kentucky,Cumberland,2922,483,37,3442,84.89%,14.03%,1.07%,2769,508,32,3309,83.68%,15.35%,0.97%,5888,6856,0.00%,100.00%,5445,77,233,12,106,9
Kentucky,Daviess,30705,15673,719,47097,65.20%,33.28%,1.53%,31025,17286,976,49287,62.95%,35.07%,1.98%,103312,96656,73.98%,26.02%,87327,4145,7163,2755,1778,127
Kentucky,Edmonson,5048,1118,81,6247,80.81%,17.90%,1.30%,4828,1227,77,6132,78.73%,20.01%,1.26%,12126,12161,0.00%,100.00%,11486,156,180,35,237,13
Kentucky,Elliott,2335,532,47,2914,80.13%,18.26%,1.61%,2246,712,37,2995,74.99%,23.77%,1.24%,7354,7852,0.00%,100.00%,6875,91,265,33,81,4
Kentucky,Estill,5091,1114,85,6290,80.94%,17.71%,1.35%,5100,1355,85,6540,77.98%,20.72%,1.30%,14163,14672,28.45%,71.55%,13619,131,94,27,278,7
Kentucky,Fayette,57347,83387,3201,143935,39.84%,57.93%,2.22%,58860,90600,3452,152912,38.49%,59.25%,2.26%,322570,295803,97.07%,2.93%,215343,29750,55540,16329,6415,421
Kentucky,Fleming,5578,1334,88,7000,79.69%,19.06%,1.26%,5534,1474,60,7068,78.30%,20.85%,0.85%,15082,14348,0.00%,100.00%,14314,218,252,46,200,9
Kentucky,Floyd,12326,3061,286,15673,78.64%,19.53%,1.82%,12250,3884,219,16353,74.91%,23.75%,1.34%,35942,39451,21.79%,78.21%,34654,308,249,153,528,17
Kentucky,Franklin,13246,11996,521,25763,51.41%,46.56%,2.02%,12900,12652,520,26072,49.48%,48.53%,1.99%,51541,49285,73.41%,26.59%,41282,2047,5779,1249,1089,50
Kentucky,Fulton,1491,636,18,2145,69.51%,29.65%,0.84%,1606,794,26,2426,66.20%,32.73%,1.07%,6515,6813,35.81%,64.19%,4566,151,1633,47,124,28
Kentucky,Gallatin,3109,761,47,3917,79.37%,19.43%,1.20%,2955,822,72,3849,76.77%,21.36%,1.87%,8690,8589,0.00%,100.00%,7762,492,138,36,266,17
Kentucky,Garrard,7086,1719,112,8917,79.47%,19.28%,1.26%,6754,1830,122,8706,77.58%,21.02%,1.40%,16953,16912,0.00%,100.00%,15433,451,510,97,408,23
Kentucky,Grant,9372,1944,153,11469,81.72%,16.95%,1.33%,8725,2205,178,11108,78.55%,19.85%,1.60%,24941,24662,0.00%,100.00%,22823,741,429,167,618,56
Kentucky,Graves,13378,3105,195,16678,80.21%,18.62%,1.17%,13206,3560,253,17019,77.60%,20.92%,1.48%,36649,37121,33.44%,66.56%,30527,2773,2174,303,756,29
Kentucky,Grayson,9710,2235,150,12095,80.28%,18.48%,1.24%,9453,2400,132,11985,78.87%,20.03%,1.10%,26420,25746,24.56%,75.44%,24756,364,451,164,568,14
Kentucky,Green,5033,782,42,5857,85.93%,13.35%,0.72%,4838,920,54,5812,83.24%,15.83%,0.93%,11107,11258,0.00%,100.00%,10361,199,287,48,164,8
Kentucky,Greenup,12961,4181,232,17374,74.60%,24.06%,1.34%,13064,4873,239,18176,71.88%,26.81%,1.31%,35962,36910,57.32%,42.68%,33974,317,458,298,729,27
Kentucky,Hancock,3375,1173,85,4633,72.85%,25.32%,1.83%,3145,1351,91,4587,68.56%,29.45%,1.99%,9095,8565,8.58%,91.42%,8586,162,156,65,109,9
Kentucky,Hardin,30672,16572,838,48082,63.79%,34.47%,1.74%,29832,18101,1008,48941,60.96%,36.99%,2.05%,110702,105543,66.50%,33.50%,81085,6695,16215,3858,3080,728
Kentucky,Harlan,9109,1199,80,10388,87.69%,11.54%,0.77%,9367,1494,110,10971,85.38%,13.62%,1.00%,26831,29278,22.91%,77.09%,25001,265,769,122,597,18
Kentucky,Harrison,6639,2265,114,9018,73.62%,25.12%,1.26%,6334,2400,125,8859,71.50%,27.09%,1.41%,18692,18846,34.20%,65.80%,17216,387,534,106,338,15
Kentucky,Hart,6691,1642,76,8409,79.57%,19.53%,0.90%,6345,1908,117,8370,75.81%,22.80%,1.39%,19288,18199,11.68%,88.32%,17492,334,924,89,384,18
Kentucky,Henderson,12592,6837,259,19688,63.96%,34.73%,1.32%,12730,7639,328,20697,61.51%,36.91%,1.58%,44793,46250,63.47%,36.53%,37323,1368,4727,438,740,64
Kentucky,Henry,6093,1857,124,8074,75.46%,23.00%,1.54%,5843,2142,125,8110,72.05%,26.41%,1.54%,15678,15416,0.00%,100.00%,14065,545,604,82,388,11
Kentucky,Hickman,1656,394,19,2069,80.04%,19.04%,0.92%,1714,458,27,2199,77.94%,20.83%,1.23%,4521,4902,0.00%,100.00%,3866,102,479,20,78,11
